         4529737 function calls (4520266 primitive calls) in 10.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:894(<genexpr>)
       70    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\_methods.py:34(_sum)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cm.py:192(__init__)
      184    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1589(<lambda>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\shutil.py:1048(get_terminal_size)
       66    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:431(_get_block_manager_axis)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:817(_update_transScale)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\agent_model.py:52(choose_claim_field)
      228    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\markers.py:291(get_marker)
       34    0.000    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4340(_concat_same_dtype)
      176    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      125    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1582(<lambda>)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\concat.py:512(<listcomp>)
       70    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:962(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1853(_stack_arrays)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:80(as_list)
       50    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:325(__len__)
       62    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
       13    0.000    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1419(_log)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1833(transform_point)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\enum.py:515(__new__)
      176    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:620(get_path_effects)
        6    0.000    0.000    0.120    0.020 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:940(subplot)
       26    0.000    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:1108(_get_with)
       70    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2817(get_affine)
        6    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_axes.py:172(set_title)
       62    0.000    0.000    0.000    0.000 {pandas._libs.internals.get_blkno_placements}
       96    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2313(get_matrix)
       30    0.000    0.000    0.009    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:960(<genexpr>)
        2    0.000    0.000    7.924    3.962 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\user_view.py:201(progress)
       89    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       17    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\ntpath.py:222(splitext)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\household.py:139(grow)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:3163(__getitem__)
       13    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\ntpath.py:43(normcase)
       64    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1352(_get_names)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\function_base.py:37(linspace)
        3    0.000    0.000    0.047    0.016 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2052(destroy)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:539(set_clip_box)
       26    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      188    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:207(internal_values)
       17    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\genericpath.py:117(_splitext)
       10    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:6364(array)
        2    0.000    0.000    0.231    0.115 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:1997(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:204(update)
       28    0.000    0.000    0.011    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:1903(clip)
       66    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\inference.py:386(is_hashable)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1819(is_object)
       24    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2119(pack_configure)
       64    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\typing.py:1024(_abc_negative_cache_version)
      172    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\markers.py:335(_set_nothing)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1591(get_values)
        2    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1107(_format_with_header)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\gridspec.py:288(get_subplot_params)
        8    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:636(__init__)
      172    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:262(should_simplify)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:297(maybe_iterable_to_list)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1802(ge)
      262    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:151(open_group)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1615(__init__)
       62    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1807(is_boolean)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:1083(_format)
       38    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:714(<lambda>)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:866(get_snap)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        2    0.000    0.000    0.447    0.223 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:1615(draw)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\scale.py:78(get_transform)
        2    0.000    0.000    0.002    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:958(format_array)
       16    0.000    0.000    0.006    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1368(_check_1d)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:156(set_prop_cycle)
      102    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:970(set_joinstyle)
       64    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:1870(inferred_type)
       78    0.000    0.000    0.000    0.000 {built-in method math.floor}
       66    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:896(get_markerfacecolor)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\lib\stride_tricks.py:39(as_strided)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:594(filled)
      102    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\concat.py:100(<genexpr>)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:205(get_patch_transform)
        6    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:11548(stat_func)
        2    0.000    0.000    0.005    0.003 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexing.py:1191(_convert_to_indexer)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1203(is_datetime64_ns_dtype)
       24    0.000    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\numeric.py:82(_shallow_copy)
       52    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:763(get_scale)
        2    0.000    0.000    0.022    0.011 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:560(draw)
        6    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_subplots.py:123(update_params)
        6    0.000    0.000    0.016    0.003 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2278(_get_tick_boxes_siblings)
       18    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1684(is_extension_type)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.unravel_index}
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\household.py:148(relocate)
       12    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:88(get)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1685(set)
        2    0.000    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.interp}
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:814(get_dashes)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1774(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2426(<listcomp>)
        6    0.000    0.000    0.000    0.000 {built-in method time.strftime}
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\dtypes.py:866(construct_from_string)
       48    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:240(_update_this)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:739(intersection)
       46    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:313(_slice)
      262    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:158(close_group)
       10    0.000    0.000    0.043    0.004 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\genericpath.py:27(isfile)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:3280(_set_as_cached)
      248    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:236(simplify_threshold)
       32    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:430(set_joinstyle)
       68    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\util\_validators.py:231(validate_bool_kwarg)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\nanops.py:196(_maybe_get_mask)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2289(<listcomp>)
      172    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:244(simplify_threshold)
        2    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\collections.py:94(__init__)
        6    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1967(_update_offset_text_position)
        4    0.000    0.000    0.007    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:5686(max)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\enum.py:265(__call__)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4327(<setcomp>)
       22    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\_collections_abc.py:72(_check_methods)
        4    0.000    0.000    0.005    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:202(_xy_from_xy)
      103    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      151    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1314(_replace_dtype_fields)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:871(set_size_inches)
        4    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\nanops.py:829(reduction)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:689(<genexpr>)
        2    0.000    0.000    0.008    0.004 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\frame_view.py:154(record_population)
       60    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\ma\core.py:1361(getmask)
       22    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\linalg\linalg.py:116(_makearray)
       30    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:2319(_get_unique_index)
       24    0.000    0.000    0.006    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\spines.py:164(register_axis)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\Documents\UCT\Third Year\CSC3003S\Capstone\Prototype\egypt-simulation\src\simulation\household.py:130(consume_grain)
      106    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:744(dtype)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:1403(get_minor_ticks)
       33    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\_config\config.py:232(__call__)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:3276(get_xscale)
      162    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:3916(_values)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:430(_validate_bytecode_header)
        6    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\nanops.py:469(nansum)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:995(set)
      102    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:906(set_capstyle)
       58    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:352(apply_if_callable)
       12    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1763(transform_path_affine)
       24    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:367(iget)
       26    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1917(method)
        2    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2061(readprofile)
        2    0.000    0.000    0.003    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\io\formats\format.py:302(to_string)
       36    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:532(_update_clip_properties)
        3    0.000    0.000    0.020    0.007 <frozen importlib._bootstrap>:861(_find_spec)
      300    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       13    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1528(getEffectiveLevel)
        2    0.000    0.000    0.013    0.006 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:783(safe_masked_invalid)
      102    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\typing.py:1080(__eq__)
       24    0.000    0.000    0.006    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\series.py:1159(_get_values_tuple)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:508(get_gid)
       14    0.000    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2344(__init__)
        2    0.000    0.000    0.001    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:840(set_extent)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1016(get_hatch)
        1    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\getlimits.py:398(_init)
        4    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2071(update_datalim)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\tkinter\__init__.py:2027(_loadtk)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1031(get_hatch_color)
       30    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:3359(_clear_item_cache)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:483(_get_result_dim)
        2    0.000    0.000    0.017    0.009 <frozen importlib._bootstrap_external>:743(get_code)
        6    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       13    0.000    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\logging\__init__.py:1404(makeRecord)
        2    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\image.py:186(__init__)
       38    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\common.py:150(cast_scalar_indexer)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:568(<listcomp>)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:664(push)
       48    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       36    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4397(identical)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1049(get_sketch_params)
       18    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:2062(get_ticks_position)
        4    0.000    0.000    0.013    0.003 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_axes.py:1376(plot)
        6    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axes\_base.py:2690(set_axisbelow)
       20    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:30(_restore_foreground_window_at_end)
      114    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:170(<dictcomp>)
        2    0.000    0.000    0.033    0.017 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\_pylab_helpers.py:67(destroy_all)
       68    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:527(<genexpr>)
      178    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:1043(get_hatch_linewidth)
        4    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:57(_path_join)
       98    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\missing.py:75(clean_fill_method)
       14    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:268(frozen)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:572(gcf)
       26    0.000    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:241(filter_destroy)
      192    0.000    0.000    0.000    0.000 {method 'get_descent' of 'matplotlib.ft2font.FT2Font' objects}
        2    0.000    0.000    0.096    0.048 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\_backend_tk.py:508(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numerictypes.py:438(__getitem__)
       34    0.000    0.000    0.000    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\concat.py:506(<listcomp>)
