         4529737 function calls (4520266 primitive calls) in 10.091 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      312    0.001    0.000    0.013    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1407(transform)
      420    0.001    0.000    0.008    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:1008(set)
      185    0.001    0.000    0.021    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\concat.py:108(_concat_compat)
      580    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\shape_base.py:25(atleast_1d)
      134    0.001    0.000    0.031    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:126(__init__)
     1152    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\font_manager.py:1191(<genexpr>)
     1653    0.001    0.000    0.014    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:642(is_interval_dtype)
      162    0.001    0.000    0.009    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:1229(update_from)
      304    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:5182(__setattr__)
       34    0.001    0.000    0.032    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:2680(difference)
       34    0.001    0.000    0.443    0.013 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\frame.py:6977(append)
     1637    0.001    0.000    0.014    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:608(is_period_dtype)
      184    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\lib\stride_tricks.py:208(broadcast_arrays)
      939    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\colors.py:116(_is_nth_color)
1778/1196    0.001    0.000    0.004    0.000 {built-in method builtins.hash}
      588    0.001    0.000    0.010    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:2769(__init__)
       90    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
      172    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:159(_fast_from_codes_and_verts)
       84    0.001    0.000    0.009    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\axis.py:342(_apply_params)
     5038    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
      696    0.001    0.000    0.004    0.000 {pandas._libs.lib.is_list_like}
       64    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2861(nonsingular)
      202    0.001    0.000    0.005    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\missing.py:389(array_equivalent)
      790    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:58(_scale_dashes)
      192    0.001    0.000    0.013    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:1897(set_params)
      300    0.001    0.000    0.015    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1500(transform_point)
        2    0.001    0.001    0.001    0.001 {built-in method gc.collect}
      768    0.001    0.000    0.005    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1357(_to_unmasked_float_array)
     1540    0.001    0.000    0.013    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1906(<lambda>)
     1482    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
      204    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:863(get_prop_tup)
      178    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backend_bases.py:733(__init__)
      374    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:889(_update_property)
     3066    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:341(dtype)
     1081    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      528    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2536(composite_transform_factory)
      694    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:325(set_transform)
      242    0.001    0.000    0.010    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:4370(equals)
     1239    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1850(_get_dtype)
      748    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numeric.py:748(<setcomp>)
 1016/616    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:2417(_get_is_affine)
      336    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:849(get_unitless_position)
     1187    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x5907ACF0}
      877    0.001    0.000    0.005    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:577(is_timedelta64_dtype)
       60    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.ndarray' objects}
      316    0.001    0.000    0.018    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\missing.py:128(_isna_new)
      106    0.001    0.000    0.123    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\frame.py:396(__init__)
     4072    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:239(mgr_locs)
     1047    0.001    0.000    0.011    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:357(is_categorical)
      494    0.001    0.000    0.022    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1826(transform_affine)
       34    0.001    0.000    0.027    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:266(__init__)
      346    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:1002(set_linewidth)
       62    0.001    0.000    0.010    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\construction.py:630(sanitize_array)
      228    0.001    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\path.py:96(__init__)
      185    0.001    0.000    0.093    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\concat.py:241(concatenate_join_units)
     1066    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1986(<listcomp>)
      160    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\transforms.py:1981(rotate_deg)
      940    0.001    0.000    0.006    0.000 {method 'any' of 'numpy.ndarray' objects}
 1000/996    0.001    0.000    0.019    0.000 {built-in method builtins.all}
      258    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\font_manager.py:760(set_stretch)
      676    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
      156    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:769(pprint_val)
      510    0.001    0.000    0.022    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\markers.py:223(__init__)
       62    0.001    0.000    0.015    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\indexes\base.py:2950(get_indexer)
       60    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\cycler.py:349(by_key)
      144    0.001    0.000    0.001    0.000 {method 'round' of 'numpy.generic' objects}
       34    0.001    0.000    0.076    0.002 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\construction.py:133(init_ndarray)
      100    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:340(_verify_integrity)
      510    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\markers.py:269(set_fillstyle)
      354    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\dtypes\common.py:1619(is_bool_dtype)
     2540    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
       24    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:734(_set_format)
       96    0.001    0.000    0.019    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\scale.py:63(set_default_locators_and_formatters)
      100    0.001    0.000    0.009    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:679(_update_patch_transform)
      246    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:163(__init__)
      176    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numeric.py:2656(seterr)
     2441    0.001    0.000    0.004    0.000 {built-in method builtins.setattr}
      132    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\text.py:52(get_rotation)
       34    0.001    0.000    0.138    0.004 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\reshape\concat.py:430(get_result)
      192    0.001    0.000    0.131    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\backend_agg.py:248(_get_agg_font)
      346    0.001    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:1149(set_markerfacecolor)
      120    0.001    0.000    0.143    0.001 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\backends\backend_agg.py:197(get_text_width_height_descent)
      346    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:620(set_data)
      676    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\re.py:169(match)
       78    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
     1096    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:131(_check_ndim)
       78    0.001    0.000    0.001    0.000 {pandas._libs.algos.take_2d_axis0_float64_float64}
      802    0.001    0.000    0.004    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\figure.py:55(_stale_figure_callback)
       96    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\ticker.py:493(__init__)
      600    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:3290(_block_shape)
     1908    0.001    0.000    0.003    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:169(<genexpr>)
     1150    0.001    0.000    0.034    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\contextlib.py:80(__enter__)
      818    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\__init__.py:1424(is_interactive)
      176    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numeric.py:2758(geterr)
      306    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\cbook\__init__.py:1348(is_math_text)
      310    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\generic.py:5163(__getattr__)
       92    0.001    0.000    0.013    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\artist.py:663(set_clip_path)
      548    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\shape_base.py:220(_warn_for_nonsequence)
      786    0.001    0.000    0.001    0.000 <string>:12(__new__)
      814    0.001    0.000    0.002    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\pyplot.py:558(_auto_draw_if_interactive)
      346    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:1299(set_dash_capstyle)
      676    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\re.py:286(_compile)
      212    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\blocks.py:3271(_extend_blocks)
      196    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
        2    0.001    0.000    0.001    0.000 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
       32    0.001    0.000    0.008    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\patches.py:484(draw)
      130    0.001    0.000    0.007    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:1469(__init__)
        2    0.001    0.000    0.017    0.008 <frozen importlib._bootstrap_external>:830(get_data)
      490    0.001    0.000    0.001    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\matplotlib\lines.py:1190(set_xdata)
      418    0.001    0.000    0.015    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\numpy\core\fromnumeric.py:54(_wrapfunc)
      134    0.001    0.000    0.016    0.000 C:\Users\Emil\AppData\Local\Programs\Python\Python36-32\lib\site-packages\pandas\core\internals\managers.py:654(<listcomp>)
